TimeSpan,Category,FileName
Pal_2008Ð2012,temple,mollydodd.files.wordpress.com-168.jpg
Pal_2008Ð2012,temple,murrayeiland3.net-26-m.jpg
Pal_2008Ð2012,temple,mw2.google.com-18561076.jpg
Pal_2008Ð2012,temple,mw2.google.com-26644991.jpg
Pal_2008Ð2012,temple,mw2.google.com-26645019.jpg
Pal_2008Ð2012,temple,mw2.google.com-34029114.jpg
Pal_2008Ð2012,temple,mybyzantine.files.wordpress.com-palmyra.jpg
Pal_2008Ð2012,temple,news.xinhuanet.com-131238860_411n.jpg
Pal_2008Ð2012,temple,romeartlover.tripod.com-Palmyr10.jpg
Pal_2008Ð2012,temple,static.panoramio.com-2861170.jpg
Pal_2008Ð2012,temple,static.panoramio.com-14816495.jpg
Pal_2008Ð2012,temple,thefactfile.org-6362328227_94b1873bf3_z.jpg
Pal_2008Ð2012,temple,thelondoner.eu-temple-bel-palmyra-01-4.jpg
Pal_2008Ð2012,temple,thumbs.dreamstime.com-palmyra-temple-bel-5238252.jpg
Pal_2008Ð2012,temple,thumbs.dreamstime.com-ruins-palmyra-17455360.jpg
Pal_2008Ð2012,temple,thumbs.dreamstime.com-syria-palmyra-tadmor-12145733.jpg
Pal_2008Ð2012,temple,thumbs.dreamstime.com-temple-bel-palmyra-16996732.jpg
Pal_2008Ð2012,temple,thumbs.dreamstime.com-temple-bel-palmyra-syria-17636725.jpg
Pal_2008Ð2012,temple,upload.wikimedia.org-Agora_of_Palmyra.jpg
Pal_2008Ð2012,temple,upload.wikimedia.org-Peristyl_House_Palmyra_Syria.JPG
Pal_2008Ð2012,temple,"upload.wikimedia.org-Temple_of_Baal-Shamin,_Palmyra.jpg"
Pal_2008Ð2012,temple,worldculturalheritagevoices.org-Temple_of_Bel_Palmyra_03.jpg
Pal_2008Ð2012,temple,www.christies.com-wood_robert_the_ruins_of_palmyra_otherwise_tedmor_in_the_desart_london_d5351068h.jpg
Pal_2008Ð2012,temple,www.dalelkhalil.com-Palmyra-good-shot14.jpg
Pal_2008Ð2012,temple,www.geographylists.com-syria_palmyra_baal_shamin.jpg
Pal_2008Ð2012,temple,www.goseewrite.com-palmyra-temple.jpg
Pal_2008Ð2012,temple,www.peacetimes.news-Temple_of_Bel.jpg
Pal_2008Ð2012,temple,www.simonconnell.com-Palmyra019.jpg
Pal_2008Ð2012,castle,40.media.tumblr.com-tumblr_m2wt3nbCHJ1r9y2bmo1_500.jpg
Pal_2008Ð2012,castle,ancientneareast.tripod.com-Palmyra-2.jpg
Pal_2008Ð2012,castle,c1.staticflickr.com-4115144167_1dbe7288d5_b.jpg
Pal_2008Ð2012,castle,c1.staticflickr.com-5110314080_4785d72e23_b.jpg
Pal_2008Ð2012,castle,c2.staticflickr.com-4602217686_c4905b94fd_b.jpg
Pal_2008Ð2012,castle,c2.staticflickr.com-5515211518_9812e1b6f1_b.jpg
Pal_2008Ð2012,castle,hyperallergic.com-palymrasyria2.jpg
Pal_2008Ð2012,castle,images.travelpod.com-daylight-citadel-palmyra.jpg
Pal_2008Ð2012,castle,popular-archaeology.com-palmyra3.jpg
Pal_2008Ð2012,castle,static.panoramio.com-16809153.jpg
Pal_2008Ð2012,castle,static.panoramio.com-41629775.jpg
Pal_2008Ð2012,castle,thumbs.dreamstime.com-palmyra-desert-ruins-arab-fort-syria-3109189.jpg
Pal_2008Ð2012,castle,www.alliedtour.com-1313841493_11-Palmyra-citadel.jpg
Pal_2008Ð2012,castle,www.veteranstoday.com-palmyra-tadmur-syria_771.jpg
Pal_2008Ð2012,column,aroseoficeandfire.files.wordpress.com-valyria-ramasite.jpg
Pal_2008Ð2012,column,cdn0.wn.com-a52a942bc15c13383812dcf81d31-grande.jpg
Pal_2008Ð2012,column,cdn4.sci-news.com-image_413.jpg
Pal_2008Ð2012,column,cmtam.tripod.com-palmyra.jpg
Pal_2008Ð2012,column,depts.washington.edu-palmyra15.jpg
Pal_2008Ð2012,column,desibackpacker.files.wordpress.com-sam_4994.jpg
Pal_2008Ð2012,column,guardianlv.com-Palmyra-Loss-by-ISIL-Is-Also-a-Loss-to-Itself.jpg
Pal_2008Ð2012,column,heliopolispalmyra.com-plmruins.jpg
Pal_2008Ð2012,column,hyperallergic.com-palymrasyria3.jpg
Pal_2008Ð2012,column,hyperallergic.com-palymrasyria4.jpg
Pal_2008Ð2012,column,i.ytimg.com-hqdefault.jpg
Pal_2008Ð2012,column,i1.trekearth.com-palmyra.jpg
Pal_2008Ð2012,column,i13.s.openwalls.net-palmyra_tetrapylon_syria_.jpg
Pal_2008Ð2012,column,images.nationalgeographic.com-palmyra-roman-city-not-desert-columns_56778_600x450.jpg
Pal_2008Ð2012,column,images.travelpod.com-2-detail-of-the-monumental-arch-palmyra-4-33-pm-palmyra.jpg
Pal_2008Ð2012,column,images.travelpod.com-02-the-great-colonnade-palmyra-palmyra.jpg
Pal_2008Ð2012,column,images.travelpod.com-1152_12891320410-tpfil02aw-23821.jpg
Pal_2008Ð2012,column,images.travelpod.com-groovy-tetrapylon-palmyra.jpg
Pal_2008Ð2012,column,images.travelpod.com-palmyra-palmyra-syria+1152_12976849611-tpfil02aw-6059.jpg
Pal_2008Ð2012,column,images.travelpod.com-palmyra-palmyra.jpg
Pal_2008Ð2012,column,images.travelpod.com-the-agora-palmyra-5-14-pm-14-may-palmyra.jpg
Pal_2008Ð2012,column,looklex.com-palmyra02.jpg
Pal_2008Ð2012,column,looklex.com-palmyra04.jpg
Pal_2008Ð2012,column,m1.i.pbase.com-79212911.L4uR5DOA.SyriaMay071142.jpg
Pal_2008Ð2012,column,m2.i.pbase.com-79212812.voVGLhpj.SyriaMay071041.jpg
Pal_2008Ð2012,column,mattveryard.files.wordpress.com-palmyra-ruins-3.jpg
Pal_2008Ð2012,column,mattveryard.files.wordpress.com-palmyra-ruins.jpg
Pal_2008Ð2012,column,meltingplots.com-Palmyra2.jpg
Pal_2008Ð2012,column,mw2.google.com-931031.jpg
Pal_2008Ð2012,column,mw2.google.com-1572077.jpg
Pal_2008Ð2012,column,mw2.google.com-18561233.jpg
Pal_2008Ð2012,column,newsferret.files.wordpress.com-dscn0478.jpg
Pal_2008Ð2012,column,orig03.deviantart.net-palmyra__ruins_in_the_desert_by_nightcitylights-d4tw7nr.jpg
Pal_2008Ð2012,column,photography.nationalgeographic.com-palmyra-ancient-ruins-517305-xl.jpg
Pal_2008Ð2012,column,photography.nationalgeographic.com-palmyra-ruins-517304-sw.jpg
Pal_2008Ð2012,column,photos.travelblog.org-4998133-1-_Palmyra-0.jpg
Pal_2008Ð2012,column,photos.travelblog.org-4998140-2-_Palmyra_columns-0.jpg
Pal_2008Ð2012,column,photos1.blogger.com-Palmyra.1.jpg
Pal_2008Ð2012,column,popular-archaeology.com-palmyra2.jpg
Pal_2008Ð2012,column,questier.com-20051220-145953_Syria_Palmyra_Tetrapylon.jpg
Pal_2008Ð2012,column,raphaelkessler.com-Palmyra Pylons.jpg
Pal_2008Ð2012,column,religion.utk.edu-Palmyra5.jpg
Pal_2008Ð2012,column,static.panoramio.com-451587.jpg
Pal_2008Ð2012,column,static.panoramio.com-1572119.jpg
Pal_2008Ð2012,column,static.panoramio.com-13902075.jpg
Pal_2008Ð2012,column,static.panoramio.com-16842934.jpg
Pal_2008Ð2012,column,syriadirect.org-palmyra.jpg
Pal_2008Ð2012,column,themuslimissue.files.wordpress.com-nyc3.jpg
Pal_2008Ð2012,column,themuslimissue.files.wordpress.com-palmyra.jpg
Pal_2008Ð2012,column,thumb7.shutterstock.com-stock-photo-ancient-roman-time-town-in-palmyra-tadmor-syria-greco-roman-persian-period-42658447.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-antique-palmyra-syrian-desert-22118631.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-great-colonnade-palmyra-12625016.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-palmyra-syria-13717639.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-palmyra-syria-17544437.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-site-palmyra-syria-16117416.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-syria-palmyra-tadmor-12145720.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-syria-palmyra-tadmor-12145888.jpg
Pal_2008Ð2012,column,thumbs.dreamstime.com-tetrapylon-palmyra-syria-16533130.jpg
Pal_2008Ð2012,column,travelenlightenment.net-DSCN38411.jpg
Pal_2008Ð2012,column,tropophobic.files.wordpress.com-palmyra-2.jpg
Pal_2008Ð2012,column,upload.wikimedia.org-Palmyra-Tetrapylon.jpg
Pal_2008Ð2012,column,"upload.wikimedia.org-Temple_of_Bel,_Palmyra,_Syria_-_3.jpg"
Pal_2008Ð2012,column,upload.wikimedia.org-Tetrapylon_Palmyra.jpg
Pal_2008Ð2012,column,users.stlcc.edu-palmyra121tetrapylon.jpg
Pal_2008Ð2012,column,users.stlcc.edu-Palmyra126colonadesWOW.jpg
Pal_2008Ð2012,column,wikitravel.org-350px-Palmyra.jpg
Pal_2008Ð2012,column,wp.production.patheos.com-Palmyra-ruins.jpg
Pal_2008Ð2012,column,www.alliedtour.com-1312798494_palmyra_pictures_3.jpg
Pal_2008Ð2012,column,www.bestourism.com-Palmyra-in-Syria-_Ancient-ruins_965.jpg
Pal_2008Ð2012,column,www.culturefocus.com-palmyra-1small.jpg
Pal_2008Ð2012,column,www.culturefocus.com-palmyra-3small.jpg
Pal_2008Ð2012,column,www.culturefocus.com-palmyra-6small.jpg
Pal_2008Ð2012,column,www.destoop.com-Palm00.jpg
Pal_2008Ð2012,column,"www.dstaplesphotography.com-Tetrapylon,-Palmyra,-Syria.jpg"
Pal_2008Ð2012,column,www.featurepics.com-Ancient-Archaeological-UNESCO-Palmyra-Syria-441007.jpg
Pal_2008Ð2012,column,www.geographylists.com-syria_palmyra1.jpg
Pal_2008Ð2012,column,www.globalwanderings.co.uk-palmyra3.jpg
Pal_2008Ð2012,column,"www.lifeintheholyland.com-01422uPalmyra,_general_view_of_Temple_of_Sun,_mat01422.jpg"
Pal_2008Ð2012,column,"www.lifeintheholyland.com-Palmyra,_pillars_of_colonnade_with_statue_brackets,_mat01435.jpg"
Pal_2008Ð2012,column,"www.lifeintheholyland.com-Palmyra,_view_looking_down_from_western_castle_hill,_mat02877.jpg"
Pal_2008Ð2012,column,www.nationalgeographic.com-palmyra-syria-263524-sw.jpg
Pal_2008Ð2012,column,www.onepiecetravel.com-1_222324.jpg
Pal_2008Ð2012,column,www.thelovelyplanet.net-sunrise_syria.jpg
Pal_2008Ð2012,pano,cdn.tempi.it-siria-palmira-isis-ansa-ap.jpg
Pal_2008Ð2012,pano,illicitculturalproperty.com-800px-Temple_of_Bel_Palmyra_15.jpg
Pal_2008Ð2012,pano,"jeffshea.org-Syria,PalmyraMoon,1984.jpg"
Pal_2008Ð2012,pano,m3.i.pbase.com-2212943.032palmyra.jpg
Pal_2008Ð2012,pano,romeartlover.tripod.com-Palmyr08.jpg
Pal_2008Ð2012,pano,romeartlover.tripod.com-Palmyr52.jpg
Pal_2008Ð2012,pano,sites.google.com-PalmyraPanorama-full.jpg
Pal_2008Ð2012,pano,thumbs.dreamstime.com-caravan-arabian-camel-palmyra-12625080.jpg
Pal_2008Ð2012,pano,thumbs.dreamstime.com-palmyra-desert-12475789.jpg
Pal_2008Ð2012,pano,thumbs.dreamstime.com-syria-palmyra-tadmor-12145981.jpg
Pal_2008Ð2012,pano,"upload.wikimedia.org-Palmyra,_Syria_-_3.jpg"
Pal_2008Ð2012,pano,"upload.wikimedia.org-Tower_tombs,_Palmyra.jpg"
Pal_2008Ð2012,pano,www.1st-art-gallery.com-View-Of-Palmyra.jpg
Pal_2008Ð2012,pano,www.ilpost.it-ISIS-Palmira.jpg
Pal_2008Ð2012,pano,www.ilsecoloxix.it-palmira.JPG
Pal_2008Ð2012,pano,www.veteranstoday.com-800px-Palmyra_Ruines_Temple_of_Bel.jpg
Pal_2008Ð2012,pano,www.virtourist.com-24.jpg
Pal_2008Ð2012,sculpture,c2.staticflickr.com-6585015975_c87320299b_b.jpg
Pal_2008Ð2012,sculpture,guideimg.alibaba.com-palmyra-museum_357714.jpg
Pal_2008Ð2012,sculpture,hyperallergic.com-palymrasyria5.jpg
Pal_2008Ð2012,sculpture,illicitculturalproperty.com-Odenaethus_bust.jpg
Pal_2008Ð2012,sculpture,m5.i.pbase.com-39245385.SidonGraves.jpg
Pal_2008Ð2012,sculpture,media-cdn.tripadvisor.com-palmyra-museum.jpg
Pal_2008Ð2012,sculpture,romeartlover.tripod.com-Palmyr61.jpg
Pal_2008Ð2012,sculpture,s-media-cache-ak0.pinimg.com-0da89a1271df80a948517894eb5b4ea3.jpg
Pal_2008Ð2012,sculpture,static.panoramio.com-13902268.jpg
Pal_2008Ð2012,sculpture,syria-times.net-Palmyra-Tomb-03.jpg
Pal_2008Ð2012,sculpture,theburningbloggerofbedlam.files.wordpress.com-palmyra-interior-baal_shamin_temple-jerzy-strzelecki.jpg
Pal_2008Ð2012,sculpture,"upload.wikimedia.org-Lion_in_the_garden_of_Palmyra_Archeological_Museum,_2010-04-21.jpg"
Pal_2008Ð2012,sculpture,upload.wikimedia.org-Palmyra_Julius_Aurelius_Zenobius_inscription.jpg
Pal_2008Ð2012,sculpture,users.stlcc.edu-palmyra156templeCamelBox.jpg
Pal_2008Ð2012,sculpture,www.ajaonline.org-Heyn_Fig06_large.jpg
Pal_2008Ð2012,sculpture,www.artic.edu-125652.jpg
Pal_2008Ð2012,sculpture,www.glyptoteket.com-in_2795_skoenheden_fra_palmyra_72_dpi_0.jpg
Pal_2008Ð2012,sculpture,www.megalithic.co.uk-Palmyra_35_BCE_Tomb.JPG
Pal_2008Ð2012,sculpture,www.theatrum.de-Palmyra-Kapitell_mit_Maske-800.jpg
Pal_2008Ð2012,sculpture,www.travel-images.com-syria221.jpg
Pal_2008Ð2012,sculpture,www.vroma.org-Palmyra_female.jpg
Pal_2008Ð2012,sculpture,www.world-archaeology.com-239.jpg
Pal_2008Ð2012,theater,36.media.tumblr.com-tumblr_n1vkponJOv1squ6zbo5_1280.jpg
Pal_2008Ð2012,theater,41.media.tumblr.com-tumblr_m2wtddSUtC1r9y2bmo1_500.jpg
Pal_2008Ð2012,theater,c2.staticflickr.com-4603982991_d35b822eb7_z.jpg
Pal_2008Ð2012,theater,cdn.homesthetics.net-Homestethicspalmyra-40.jpg
Pal_2008Ð2012,theater,fpif.org-Palmyra-Wikimedia.jpg
Pal_2008Ð2012,theater,i.kinja-img.com-pfdtr6p0ukks8zqggmqg.jpg
Pal_2008Ð2012,theater,images.travelpod.com-2-the-roman-theatre-palmyra-5-25-pm-14-may-palmyra.jpg
Pal_2008Ð2012,theater,looklex.com-palmyra01.jpg
Pal_2008Ð2012,theater,m6.i.pbase.com-2212936.024palmyra.jpg
Pal_2008Ð2012,theater,media-cdn.tripadvisor.com-ingresso-terme-di-diocleziano.jpg
Pal_2008Ð2012,theater,media-cdn.tripadvisor.com-theatre-of-palmyra.jpg
Pal_2008Ð2012,theater,mollydodd.files.wordpress.com-192.jpg
Pal_2008Ð2012,theater,nicswanderlust.files.wordpress.com-p1100509.jpg
Pal_2008Ð2012,theater,static.panoramio.com-70039.jpg
Pal_2008Ð2012,theater,static.panoramio.com-15771721.jpg
Pal_2008Ð2012,theater,static.turistipercaso.it-dsc_0660.T0.jpg
Pal_2008Ð2012,theater,syria-times.net-Palmyra-Theatre-04.jpg
Pal_2008Ð2012,theater,thumb7.shutterstock.com-stock-photo-theater-at-palmyra-47436853.jpg
Pal_2008Ð2012,theater,thumbs.dreamstime.com-antique-roman-theatre-palmyra-syria-12576580.jpg
Pal_2008Ð2012,theater,thumbs.dreamstime.com-syria-palmyra-13612387.jpg
Pal_2008Ð2012,theater,upload.wikimedia.org-Palmyra_theater02(js).jpg
Pal_2008Ð2012,theater,upload.wikimedia.org-Palmyre_-_the_a_tre_pano.jpg
Pal_2008Ð2012,theater,victorygirlsblog.com-Syria_Palmyra_Theatre.jpg
Pal_2008Ð2012,theater,www.19thcenturyart-facos.com-hamilton.1.9d_palmyra-thor-theater.jpg
Pal_2008Ð2012,theater,www.bricplusnews.com-palmyra.jpg
Pal_2008Ð2012,theater,www.cometosyria.com-palmyra-theater.jpg
Pal_2008Ð2012,theater,www.culturefocus.com-palmyra-9small.jpg
Pal_2008Ð2012,theater,www.hp2enduro.com-1233068976_30_FT76_dsc_5697.jpg
Pal_2008Ð2012,theater,www.intltravelnews.com-goodhead_601.jpg
Pal_2008Ð2012,theater,www.standupamericaus.org-Theatre-Palmyra-Pictures.jpg
Pal_2008Ð2012,theater,www.theatrum.de-Palmyra-Theater-01-800.jpg
