rgl_link,rgl_link/_text,rgl_link/_title,rgl_link_numbers,rgi_image,rgi_image/_alt,ilmn_value,ilmn_value_numbers,meta_description,meta_description_dates
"/imgres?imgurl=http://www.arabamericannews.com/news/images/article/2015_05/10510/u1_valyria-ramasite.jpg&imgrefurl=http://www.arabamericannews.com/news/news/id_10510/ISIS-seizes-Syrias-ancient-Palmyra.html&h=2000&w=3008&tbnid=VtTR0Ctx85Re4M:&docid=3Ev3dj1ZdrNh1M&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","3008 × 2000 - arabamericannews.com","","3008; 2000","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRoWY-gw23JxYdcq8KEoB95s_XtUIbU12qWxp4WFogxFry6Ay3V","Image result for palmyra","3008 × 2000 - arabamericannews.com","3008; 2000","{""id"":""VtTR0Ctx85Re4M:"",""isu"":""arabamericannews.com"",""ity"":""jpg"",""oh"":2000,""ou"":""http://www.arabamericannews.com/news/images/article/2015_05/10510/u1_valyria-ramasite.jpg"",""ow"":3008,""pt"":""ISIS seizes Syria\u0026#39;s ancient Palmyra"",""rid"":""3Ev3dj1ZdrNh1M"",""ru"":""http://www.arabamericannews.com/news/news/id_10510/ISIS-seizes-Syrias-ancient-Palmyra.html"",""s"":""DAMASCUS \u2014 \u0026quot;Islamic State\u0026quot; militants tightened their grip on the historic city of Palmyra in Syria, days after capturing a provincial capital in neighboring ..."",""th"":183,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcRoWY-gw23JxYdcq8KEoB95s_XtUIbU12qWxp4WFogxFry6Ay3V"",""tw"":275}",""
"/imgres?imgurl=http://www.asor-syrianheritage.org/wp-content/uploads/2015/06/Palmyra_tetrapylon.jpg&imgrefurl=http://www.asor-syrianheritage.org/special-report-on-the-importance-of-palmyra/&h=1944&w=2592&tbnid=Gk0V_1iBI7l1iM:&docid=ayASFLlT2RAYdM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","2592 × 1944 - asor-syrianheritage.org","","2592; 1944","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRB97vGz69dPiCAxWdZwICXdu6Sx5LTaqKighCCs7KvjHCxj3xi","Image result for palmyra","2592 × 1944 - asor-syrianheritage.org","2592; 1944","{""id"":""Gk0V_1iBI7l1iM:"",""isu"":""asor-syrianheritage.org"",""ity"":""jpg"",""oh"":1944,""ou"":""http://www.asor-syrianheritage.org/wp-content/uploads/2015/06/Palmyra_tetrapylon.jpg"",""ow"":2592,""pt"":""Special Report on the Importance of Palmyra | ASOR Cultural ..."",""rid"":""ayASFLlT2RAYdM"",""ru"":""http://www.asor-syrianheritage.org/special-report-on-the-importance-of-palmyra/"",""s"":""Figure 3: Palmyra, tetrapylon (photo by Tate Paulette, 2005)"",""th"":194,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcRB97vGz69dPiCAxWdZwICXdu6Sx5LTaqKighCCs7KvjHCxj3xi"",""tw"":259}",""
"/imgres?imgurl=http://si.wsj.net/public/resources/images/BN-IN727_0521pa_J_20150521090251.jpg&imgrefurl=http://www.wsj.com/articles/inside-the-ancient-syrian-city-of-palmyra-1432218976&h=639&w=959&tbnid=GyAGKWQTxhK-CM:&docid=bF6ZXZtoT8IgqM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","959 × 639 - wsj.com","","959; 639","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQS3Aq20KtOXzC9KCwHY-HPibTi3afGrg1obEYyz9cnPfL5FMRE","Image result for palmyra","959 × 639 - wsj.com","959; 639","{""cb"":12,""id"":""GyAGKWQTxhK-CM:"",""isu"":""wsj.com"",""ity"":""jpg"",""oh"":639,""ou"":""http://si.wsj.net/public/resources/images/BN-IN727_0521pa_J_20150521090251.jpg"",""ow"":959,""pt"":""Inside the Ancient Syrian City of Palmyra - WSJ"",""rid"":""bF6ZXZtoT8IgqM"",""ru"":""http://www.wsj.com/articles/inside-the-ancient-syrian-city-of-palmyra-1432218976"",""s"":"""",""th"":183,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcQS3Aq20KtOXzC9KCwHY-HPibTi3afGrg1obEYyz9cnPfL5FMRE"",""tw"":275}",""
"/imgres?imgurl=http://www.aljazeera.com/mritems/Images/2015/5/20/e1b35084f634455fb4d2620e041aa40a_18.jpg&imgrefurl=http://www.aljazeera.com/indepth/opinion/2015/05/palmyra-destroyed-syria-isil-150521113045812.html&h=562&w=1000&tbnid=UtrDmJ9IqbWmvM:&docid=HlhD_ROmB1BIUM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1000 × 562 - aljazeera.com","","1000; 562","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTNKj2KHZTuQCA38rUT-5imJkZlKJ65EM7lWps0qyNJCrRO3qV30g","Image result for palmyra","1000 × 562 - aljazeera.com","1000; 562","{""id"":""UtrDmJ9IqbWmvM:"",""isu"":""aljazeera.com"",""ity"":""jpg"",""oh"":562,""ou"":""http://www.aljazeera.com/mritems/Images/2015/5/20/e1b35084f634455fb4d2620e041aa40a_18.jpg"",""ow"":1000,""pt"":""If Palmyra is destroyed - Al Jazeera English"",""rid"":""HlhD_ROmB1BIUM"",""ru"":""http://www.aljazeera.com/indepth/opinion/2015/05/palmyra-destroyed-syria-isil-150521113045812.html"",""s"":""Syrian soldier at Jazel oil field, near Palmyra in the east of Homs province after"",""th"":168,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcTNKj2KHZTuQCA38rUT-5imJkZlKJ65EM7lWps0qyNJCrRO3qV30g"",""tw"":300}","1432080000000"
"/imgres?imgurl=https://62e528761d0685343e1c-f3d1b99a743ffa4142d9d7f1978d9686.ssl.cf2.rackcdn.com/files/93298/width668/image-20150828-19933-7ool0r.jpg&imgrefurl=http://www.iflscience.com/editors-blog/khaled-al-asaad-martyr-palmyra&h=463&w=668&tbnid=n1xC8SKmvghAAM:&docid=cqqTN6SetsPywM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","668 × 463 - iflscience.com","","668; 463","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSW0dTE9V2kQE6ruSU-Om91B9K5-On1hMANh6gODXAPVQDWZToXjA","Image result for palmyra","668 × 463 - iflscience.com","668; 463","{""ct"":15,""id"":""n1xC8SKmvghAAM:"",""isu"":""iflscience.com"",""ity"":""jpg"",""oh"":463,""ou"":""https://62e528761d0685343e1c-f3d1b99a743ffa4142d9d7f1978d9686.ssl.cf2.rackcdn.com/files/93298/width668/image-20150828-19933-7ool0r.jpg"",""ow"":668,""pt"":""Khaled al-Asaad, The Martyr Of Palmyra | IFLScience"",""rid"":""cqqTN6SetsPywM"",""ru"":""http://www.iflscience.com/editors-blog/khaled-al-asaad-martyr-palmyra"",""s"":""The Temple of Bel. Bernard Gagnon, CC BY-SA"",""th"":187,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcSW0dTE9V2kQE6ruSU-Om91B9K5-On1hMANh6gODXAPVQDWZToXjA"",""tw"":270}",""
"/imgres?imgurl=https://d.ibtimes.co.uk/en/full/1440425/palmyra-isis.jpg&imgrefurl=http://www.ibtimes.co.uk/syria-isis-advances-towards-damascus-after-palmyra-massacre-despite-air-strikes-1502956&h=1063&w=1600&tbnid=gDl5_HltdKP1CM:&docid=l_8-gWeimrNVbM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1600 × 1063 - ibtimes.co.uk","","1600; 1063","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRqKiNiMT6P63lbYoS7rUx8pdKCi2Auf25ZSixxaJHNoy0C7smx","Image result for palmyra","1600 × 1063 - ibtimes.co.uk","1600; 1063","{""id"":""gDl5_HltdKP1CM:"",""isu"":""ibtimes.co.uk"",""ity"":""jpg"",""oh"":1063,""ou"":""https://d.ibtimes.co.uk/en/full/1440425/palmyra-isis.jpg"",""ow"":1600,""pt"":""Syria: Isis advances towards Damascus after Palmyra massacre ..."",""rid"":""l_8-gWeimrNVbM"",""ru"":""http://www.ibtimes.co.uk/syria-isis-advances-towards-damascus-after-palmyra-massacre-despite-air-strikes-1502956"",""s"":""Syria: Isis advances towards Damascus after Palmyra massacre despite air strikes"",""th"":183,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcRqKiNiMT6P63lbYoS7rUx8pdKCi2Auf25ZSixxaJHNoy0C7smx"",""tw"":276}",""
"/imgres?imgurl=http://www.aljazeera.com/mritems/Images/2015/5/28/f0632700cf8348d699cec274ab81633d_18.jpg&imgrefurl=http://www.aljazeera.com/news/2015/06/isil-plants-mines-ancient-syrian-city-palmyra-150622025527317.html&h=562&w=999&tbnid=z4Qx3dHlGb43AM:&docid=2eQOdAnAD1vQCM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","999 × 562 - aljazeera.com","","999; 562","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ0xdxlS8HRWbr6CaZILVpZP87G1ox9f4aTu4KklAfiAeJ6_Xhb","Image result for palmyra","999 × 562 - aljazeera.com","999; 562","{""id"":""z4Qx3dHlGb43AM:"",""isu"":""aljazeera.com"",""ity"":""jpg"",""oh"":562,""ou"":""http://www.aljazeera.com/mritems/Images/2015/5/28/f0632700cf8348d699cec274ab81633d_18.jpg"",""ow"":999,""pt"":""ISIL \u0026#39;plants mines\u0026#39; in ancient Syrian city of Palmyra - Al Jazeera ..."",""rid"":""2eQOdAnAD1vQCM"",""ru"":""http://www.aljazeera.com/news/2015/06/isil-plants-mines-ancient-syrian-city-palmyra-150622025527317.html"",""s"":""Smoke rises behind archaeological ruins in Palmyra, Syria [AP]"",""th"":168,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcQ0xdxlS8HRWbr6CaZILVpZP87G1ox9f4aTu4KklAfiAeJ6_Xhb"",""tw"":299}","1432771200000"
"/imgres?imgurl=http://www.asor-syrianheritage.org/wp-content/uploads/2015/06/Palmyra_agora.jpg&imgrefurl=http://www.asor-syrianheritage.org/special-report-on-the-importance-of-palmyra/&h=1458&w=2592&tbnid=wr-fv7YfaTeDKM:&docid=ayASFLlT2RAYdM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","2592 × 1458 - asor-syrianheritage.org","","2592; 1458","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTNK34j37ufq4kV9JxIqDhIWGet1_mATGMfXDJHSr0CzYaqQkO8","Image result for palmyra","2592 × 1458 - asor-syrianheritage.org","2592; 1458","{""id"":""wr-fv7YfaTeDKM:"",""isu"":""asor-syrianheritage.org"",""ity"":""jpg"",""oh"":1458,""ou"":""http://www.asor-syrianheritage.org/wp-content/uploads/2015/06/Palmyra_agora.jpg"",""ow"":2592,""pt"":""Special Report on the Importance of Palmyra | ASOR Cultural ..."",""rid"":""ayASFLlT2RAYdM"",""ru"":""http://www.asor-syrianheritage.org/special-report-on-the-importance-of-palmyra/"",""s"":""Figure 1: Palmyra, agora (foreground), Colonnaded Street and Qalaat Shirkuh ("",""th"":168,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcTNK34j37ufq4kV9JxIqDhIWGet1_mATGMfXDJHSr0CzYaqQkO8"",""tw"":300}",""
"/imgres?imgurl=http://static.ddmcdn.com/gif/1-palmyra-150521.jpg&imgrefurl=http://news.discovery.com/history/ancient-palmyra-treasures-at-risk-from-isis-photos-150521.htm&h=440&w=670&tbnid=4AgA2EzsQxXuKM:&docid=VMF0W8wAfbyQJM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","670 × 440 - news.discovery.com","","670; 440","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnQJH-MAtrNy3IbYWkTBcpqCd9kbV2Jo6B_1cSl96nhgH8ZOBc9g","Image result for palmyra","670 × 440 - news.discovery.com","670; 440","{""id"":""4AgA2EzsQxXuKM:"",""isu"":""news.discovery.com"",""ity"":""jpg"",""oh"":440,""ou"":""http://static.ddmcdn.com/gif/1-palmyra-150521.jpg"",""ow"":670,""pt"":""Ancient Palmyra Treasures at Risk From ISIS: Photos : Discovery News"",""rid"":""VMF0W8wAfbyQJM"",""ru"":""http://news.discovery.com/history/ancient-palmyra-treasures-at-risk-from-isis-photos-150521.htm"",""s"":""Known as the \u0026#39;Venice of the Sands,\u0026#39; Palmyra, a UNESCO World Heritage Site in the desert northeast of Damascus, boasts some of the most beautiful and ..."",""th"":182,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcTnQJH-MAtrNy3IbYWkTBcpqCd9kbV2Jo6B_1cSl96nhgH8ZOBc9g"",""tw"":277}",""
"/imgres?imgurl=http://rack.1.mshcdn.com/media/ZgkyMDE1LzA1LzE1LzlkL1BhbG15cmFSdWluLjA5M2I4LmpwZwpwCXRodW1iCTEyMDB4OTYwMD4/a2a9cfb1/e90/Palmyra-Ruins.jpg&imgrefurl=http://mashable.com/2015/05/15/palmyra-syria-isis/&h=675&w=1200&tbnid=ABWeNrDZ1bj6QM:&docid=8CLjMXpJUeU5vM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1200 × 675 - mashable.com","","1200; 675","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS5Bu2EKdDOcgd2mEgZefIhwyV8BG_Kar_aoLccAdjtsOY36jop","Image result for palmyra","1200 × 675 - mashable.com","1200; 675","{""id"":""ABWeNrDZ1bj6QM:"",""isu"":""mashable.com"",""ity"":""jpg"",""oh"":675,""ou"":""http://rack.1.mshcdn.com/media/ZgkyMDE1LzA1LzE1LzlkL1BhbG15cmFSdWluLjA5M2I4LmpwZwpwCXRodW1iCTEyMDB4OTYwMD4/a2a9cfb1/e90/Palmyra-Ruins.jpg"",""ow"":1200,""pt"":""2,000-year-old ruins in the Syrian desert face destruction by ISIS"",""rid"":""8CLjMXpJUeU5vM"",""ru"":""http://mashable.com/2015/05/15/palmyra-syria-isis/"",""s"":""Ancient city of Palmyra"",""th"":168,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcS5Bu2EKdDOcgd2mEgZefIhwyV8BG_Kar_aoLccAdjtsOY36jop"",""tw"":300}","1431648000000"
"/imgres?imgurl=http://i.dailymail.co.uk/i/pix/2015/06/23/19/29E7029200000578-0-image-a-2_1435084808417.jpg&imgrefurl=http://www.dailymail.co.uk/news/article-3136251/ISIS-begin-destruction-Palmyra-Islamic-extremists-blow-two-mausoleums-ancient-Syrian-city-including-one-belonging-descendant-Prophet-Mohammed.html&h=382&w=636&tbnid=D_bd12QcRUfyeM:&docid=BJb9YnkIW_3aAM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","636 × 382 - dailymail.co.uk","","636; 382","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQWM0od82c0mwVBIPfv3pd_nqVGW-6V0H3IRkd21FsiI2r-Mdr7jw","Image result for palmyra","636 × 382 - dailymail.co.uk","636; 382","{""id"":""D_bd12QcRUfyeM:"",""isu"":""dailymail.co.uk"",""ity"":""jpg"",""oh"":382,""ou"":""http://i.dailymail.co.uk/i/pix/2015/06/23/19/29E7029200000578-0-image-a-2_1435084808417.jpg"",""ow"":636,""pt"":""ISIS begin the destruction of the ancient Syrian city of Palmyra ..."",""rid"":""BJb9YnkIW_3aAM"",""ru"":""http://www.dailymail.co.uk/news/article-3136251/ISIS-begin-destruction-Palmyra-Islamic-extremists-blow-two-mausoleums-ancient-Syrian-city-including-one-belonging-descendant-Prophet-Mohammed.html"",""s"":""ISIS begin the destruction of the ancient Syrian city of Palmyra"",""th"":174,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcQWM0od82c0mwVBIPfv3pd_nqVGW-6V0H3IRkd21FsiI2r-Mdr7jw"",""tw"":290}","1435017600000"
"/imgres?imgurl=https://ahmedamiruddin.files.wordpress.com/2015/09/wpid-adyqz9npzptdf6zrhnitm6yzqp5b0g8okirn3onzi42uo4dtwi925_lanpyazkrtpo3fsgkrsckocrr8k5rvt5xxyqrkw9uw459-h320-nc.jpeg&imgrefurl=https://ahmedamiruddin.wordpress.com/2015/09/03/palmyra-ruins-that-inspired-the-architecture-of-power/&h=320&w=459&tbnid=HKVKI2CBdFRDUM:&docid=G1SVSEH4Vl2YuM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","459 × 320 - ahmedamiruddin.wordpress.com","","459; 320","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRNABh6ffJ9x2PFTAi2BfeO_MuAS0RZtlOEGIhzNSGhxipuVuL3Ag","Image result for palmyra","459 × 320 - ahmedamiruddin.wordpress.com","459; 320","{""cb"":21,""cr"":6,""id"":""HKVKI2CBdFRDUM:"",""isu"":""ahmedamiruddin.wordpress.com"",""ity"":""jpeg"",""oh"":320,""ou"":""https://ahmedamiruddin.files.wordpress.com/2015/09/wpid-adyqz9npzptdf6zrhnitm6yzqp5b0g8okirn3onzi42uo4dtwi925_lanpyazkrtpo3fsgkrsckocrr8k5rvt5xxyqrkw9uw459-h320-nc.jpeg"",""ow"":459,""pt"":""Palmyra: Ruins that inspired the architecture of power | Sayyid A ..."",""rid"":""G1SVSEH4Vl2YuM"",""ru"":""https://ahmedamiruddin.wordpress.com/2015/09/03/palmyra-ruins-that-inspired-the-architecture-of-power/"",""s"":""A pre-Islam era statue of the Arab Queen Zaynab bint \u0026#39;Amr Ibn al-Arabi, in Latakia, Syria. Palmyra ..."",""th"":187,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRNABh6ffJ9x2PFTAi2BfeO_MuAS0RZtlOEGIhzNSGhxipuVuL3Ag"",""tw"":269}","1441238400000"
"/imgres?imgurl=http://s.newsweek.com/sites/www.newsweek.com/files/2015/09/02/0902palmyra01.jpg&imgrefurl=http://www.newsweek.com/rip-khaled-al-asaad-martyr-palmyra-367876&h=2048&w=3072&tbnid=HAJO98JwWxnKnM:&docid=5M-7rB8vFFJVHM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","3072 × 2048 - newsweek.com","","3072; 2048","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ21vlNqoeWktFuchgv_5l_VmiT8Vxj60q32IkX5ql9OoltJLyy","Image result for palmyra","3072 × 2048 - newsweek.com","3072; 2048","{""cb"":6,""ct"":3,""id"":""HAJO98JwWxnKnM:"",""isu"":""newsweek.com"",""ity"":""jpg"",""oh"":2048,""ou"":""http://s.newsweek.com/sites/www.newsweek.com/files/2015/09/02/0902palmyra01.jpg"",""ow"":3072,""pt"":""RIP Khaled al-Asaad, Martyr of Palmyra"",""rid"":""5M-7rB8vFFJVHM"",""ru"":""http://www.newsweek.com/rip-khaled-al-asaad-martyr-palmyra-367876"",""s"":"""",""th"":183,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcQ21vlNqoeWktFuchgv_5l_VmiT8Vxj60q32IkX5ql9OoltJLyy"",""tw"":275}","1441152000000"
"/imgres?imgurl=http://l3.yimg.com/bt/api/res/1.2/a5QlD.KyrMwUiiT4r324tQ--/YXBwaWQ9eW5ld3NfbGVnbztxPTg1O3c9NjMw/http://media.zenfs.com/en_us/News/Reuters/2015-08-24T164043Z_1_LYNXNPEB7N0VO_RTROPTP_2_MIDEAST-CRISIS-SYRIA-PALMYRA.JPG&imgrefurl=http://news.yahoo.com/publishes-images-palmyra-temple-destruction-110617360.html&h=291&w=450&tbnid=4bgO04_c34m-PM:&docid=xCmzhjk0OHd37M&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","450 × 291 - news.yahoo.com","","450; 291","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR-nmQe9eSohMGJ9d9wjFuXOM_SKcPE8vXgZGaQe_bU0icK_P6Y","Image result for palmyra","450 × 291 - news.yahoo.com","450; 291","{""id"":""4bgO04_c34m-PM:"",""isu"":""news.yahoo.com"",""ity"":""jpg"",""oh"":291,""ou"":""http://l3.yimg.com/bt/api/res/1.2/a5QlD.KyrMwUiiT4r324tQ--/YXBwaWQ9eW5ld3NfbGVnbztxPTg1O3c9NjMw/http://media.zenfs.com/en_us/News/Reuters/2015-08-24T164043Z_1_LYNXNPEB7N0VO_RTROPTP_2_MIDEAST-CRISIS-SYRIA-PALMYRA.JPG"",""ow"":450,""pt"":""IS publishes images of Palmyra temple destruction - Yahoo News"",""rid"":""xCmzhjk0OHd37M"",""ru"":""http://news.yahoo.com/publishes-images-palmyra-temple-destruction-110617360.html"",""s"":""A general view shows the temple of Baal Shamin in the historical city of Palmyra,"",""th"":180,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcR-nmQe9eSohMGJ9d9wjFuXOM_SKcPE8vXgZGaQe_bU0icK_P6Y"",""tw"":279}","1440374400000"
"/imgres?imgurl=https://news-images.vice.com/images/articles/meta/2015/05/20/the-islamic-state-has-seized-control-of-palmyra-1432155934.jpg%253Fcrop%253D0.9259259259259259xw:1xh%253B0.04873294346978557xw,0xh%2526resize%253D700:*%2526output-format%253Dimage/jpeg%2526output-quality%253D75&imgrefurl=https://news.vice.com/article/looting-and-destruction-feared-as-islamic-state-seizes-syrias-ancient-city-of-palmyra&h=393&w=700&tbnid=aMmtvhszDLfT8M:&docid=eM0WJtVcIuOYVM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","700 × 393 - news.vice.com","","700; 393","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ0qHkBvAstedQK9ycigLT5b6yjPOkWLn-S7SAaA5RiAunCRN5mMg","Image result for palmyra","700 × 393 - news.vice.com","700; 393","{""ct"":18,""id"":""aMmtvhszDLfT8M:"",""isu"":""news.vice.com"",""ity"":""jpg"",""oh"":393,""ou"":""https://news-images.vice.com/images/articles/meta/2015/05/20/the-islamic-state-has-seized-control-of-palmyra-1432155934.jpg?crop\u003d0.9259259259259259xw:1xh;0.04873294346978557xw,0xh\u0026resize\u003d700:*\u0026output-format\u003dimage/jpeg\u0026output-quality\u003d75"",""ow"":700,""pt"":""Looting and Destruction Feared as Islamic State Seizes Syria\u0026#39;s ..."",""rid"":""eM0WJtVcIuOYVM"",""ru"":""https://news.vice.com/article/looting-and-destruction-feared-as-islamic-state-seizes-syrias-ancient-city-of-palmyra"",""s"":""Looting and Destruction Feared as Islamic State Seizes Syria\u0026#39;s Ancient City of Palmyra"",""th"":168,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcQ0qHkBvAstedQK9ycigLT5b6yjPOkWLn-S7SAaA5RiAunCRN5mMg"",""tw"":300}","1432080000000"
"/imgres?imgurl=http://i.dailymail.co.uk/i/pix/2015/09/10/13/2C255FA500000578-3229268-image-a-19_1441888220026.jpg&imgrefurl=http://www.dailymail.co.uk/news/article-3229268/Pictured-ISIS-destruction-2-000-year-old-temple-Palmyra-left-just-one-arch-standing.html&h=445&w=634&tbnid=rOt_cLjp4DyKTM:&docid=TKAXnbs14HkBcM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","634 × 445 - dailymail.co.uk","","634; 445","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcROZAeBdAHecGautujvT-ZK0jUgQgfh5Y30AubuAKDeo8fRc9FOZg","Image result for palmyra","634 × 445 - dailymail.co.uk","634; 445","{""id"":""rOt_cLjp4DyKTM:"",""isu"":""dailymail.co.uk"",""ity"":""jpg"",""oh"":445,""ou"":""http://i.dailymail.co.uk/i/pix/2015/09/10/13/2C255FA500000578-3229268-image-a-19_1441888220026.jpg"",""ow"":634,""pt"":""ISIS show off their destruction of 2,000-year-old temple at ..."",""rid"":""TKAXnbs14HkBcM"",""ru"":""http://www.dailymail.co.uk/news/article-3229268/Pictured-ISIS-destruction-2-000-year-old-temple-Palmyra-left-just-one-arch-standing.html"",""s"":""After: Just a single arch remains after ISIS filled the temple with explosives and razed"",""th"":188,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcROZAeBdAHecGautujvT-ZK0jUgQgfh5Y30AubuAKDeo8fRc9FOZg"",""tw"":268}","1441843200000"
"/imgres?imgurl=http://www.aljazeera.com/mritems/imagecache/mbdxxlarge/mritems/Images/2015/7/4/5a0311819c134ec2aa017208e5a122aa_18.jpg&imgrefurl=http://www.aljazeera.com/news/2015/07/isil-video-shows-mass-killings-syria-palmyra-150704171332644.html&h=450&w=800&tbnid=OVFjIrjBM0vQ-M:&docid=3BSDPlmBTihJgM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","800 × 450 - aljazeera.com","","800; 450","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQX3_rIDLhb6TfF3_ag1uufN6MdA4EPtoWfVRY5Gm6EK8__OsGPkA","Image result for palmyra","800 × 450 - aljazeera.com","800; 450","{""cl"":3,""id"":""OVFjIrjBM0vQ-M:"",""isu"":""aljazeera.com"",""ity"":""jpg"",""oh"":450,""ou"":""http://www.aljazeera.com/mritems/imagecache/mbdxxlarge/mritems/Images/2015/7/4/5a0311819c134ec2aa017208e5a122aa_18.jpg"",""ow"":800,""pt"":""ISIL video shows mass killings in Syria\u0026#39;s Palmyra - Al Jazeera English"",""rid"":""3BSDPlmBTihJgM"",""ru"":""http://www.aljazeera.com/news/2015/07/isil-video-shows-mass-killings-syria-palmyra-150704171332644.html"",""s"":""The executions in the Palmyra amphitheatre were first reported on May 27 [Al Jazeera]"",""th"":168,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcQX3_rIDLhb6TfF3_ag1uufN6MdA4EPtoWfVRY5Gm6EK8__OsGPkA"",""tw"":300}","1435968000000"
"/imgres?imgurl=http://i.dailymail.co.uk/i/pix/2015/06/23/18/027C40010000044D-3136251-Islamic_State_has_reportedly_laid_mines_and_explosives_around_th-a-11_1435079073297.jpg&imgrefurl=http://www.dailymail.co.uk/news/article-3136251/ISIS-begin-destruction-Palmyra-Islamic-extremists-blow-two-mausoleums-ancient-Syrian-city-including-one-belonging-descendant-Prophet-Mohammed.html&h=415&w=634&tbnid=8PxMLuX23YeFoM:&docid=BJb9YnkIW_3aAM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","634 × 415 - dailymail.co.uk","","634; 415","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOfAKU9XmUD2CYNXiLjpAhvwfHA00wv-tPwmYi0zVTchmyWq_W","Image result for palmyra","634 × 415 - dailymail.co.uk","634; 415","{""ct"":15,""id"":""8PxMLuX23YeFoM:"",""isu"":""dailymail.co.uk"",""ity"":""jpg"",""oh"":415,""ou"":""http://i.dailymail.co.uk/i/pix/2015/06/23/18/027C40010000044D-3136251-Islamic_State_has_reportedly_laid_mines_and_explosives_around_th-a-11_1435079073297.jpg"",""ow"":634,""pt"":""ISIS begin the destruction of the ancient Syrian city of Palmyra ..."",""rid"":""BJb9YnkIW_3aAM"",""ru"":""http://www.dailymail.co.uk/news/article-3136251/ISIS-begin-destruction-Palmyra-Islamic-extremists-blow-two-mausoleums-ancient-Syrian-city-including-one-belonging-descendant-Prophet-Mohammed.html"",""s"":""Islamic State has reportedly laid mines and explosives around the ancient ruins of Palmyra in Syria"",""th"":182,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcTOfAKU9XmUD2CYNXiLjpAhvwfHA00wv-tPwmYi0zVTchmyWq_W"",""tw"":278}","1435017600000"
